Body Type,Event Type,Preferred Colors,Season,Fabric Type,Gender,Price Range,Occasion Suitability Score,Style Category
Inverted Triangle,Formal,"['Blue', 'Red', 'Silver']",Winter,Wool,Unisex,Budget,8.0,Business Casual
Oval,Casual,"['Gold', 'Red', 'White']",Winter,Denim,Female,Mid-range,5.2,Streetwear
Inverted Triangle,Business,['Green'],Fall,Polyester,Female,Luxury,3.9,Streetwear
Rectangle,Party,"['White', 'Blue']",Summer,Cotton,Male,Budget,5.9,Streetwear
Pear,Casual,"['Red', 'Blue']",Summer,Cotton,Unisex,Luxury,6.1,Formal
Inverted Triangle,Party,['Neutral'],Winter,Wool,Unisex,Mid-range,9.9,Glam
Oval,Wedding,['Green'],Spring,Cotton,Male,Budget,6.8,Formal
Hourglass,Business,"['White', 'Green', 'Red']",Winter,Wool,Unisex,Luxury,4.3,Glam
Pear,Party,"['White', 'Black', 'Silver']",Spring,Silk,Male,Luxury,6.5,Bohemian
Rectangle,Casual,['Red'],Summer,Cotton,Male,Luxury,3.6,Business Casual
Pear,Casual,"['Neutral', 'Silver']",Winter,Polyester,Unisex,Luxury,9.2,Bohemian
Inverted Triangle,Formal,"['Blue', 'Neutral']",Spring,Cotton,Male,Budget,6.0,Formal
Hourglass,Business,"['Green', 'Neutral']",Fall,Polyester,Unisex,Luxury,6.6,Business Casual
Pear,Party,"['Black', 'Red']",Spring,Silk,Unisex,Mid-range,3.5,Bohemian
Hourglass,Party,"['White', 'Black', 'Green']",Summer,Cotton,Unisex,Luxury,6.8,Glam
Pear,Casual,"['Gold', 'Black']",Winter,Wool,Unisex,Budget,5.0,Formal
Rectangle,Casual,"['Gold', 'Blue']",Winter,Denim,Male,Mid-range,3.5,Streetwear
Inverted Triangle,Wedding,"['White', 'Green', 'Neutral']",Fall,Cotton,Male,Budget,9.8,Bohemian
Oval,Casual,"['White', 'Gold']",Spring,Cotton,Female,Budget,3.0,Glam
Inverted Triangle,Casual,"['Silver', 'White']",Fall,Silk,Male,Luxury,7.2,Business Casual
Rectangle,Party,"['Silver', 'Gold', 'Neutral']",Spring,Cotton,Female,Budget,5.1,Bohemian
Rectangle,Wedding,"['Neutral', 'White', 'Gold']",Spring,Cotton,Female,Luxury,9.7,Bohemian
Inverted Triangle,Casual,"['Black', 'White', 'Gold']",Spring,Cotton,Male,Budget,8.7,Formal
Rectangle,Wedding,"['Green', 'Black', 'Silver']",Winter,Wool,Male,Mid-range,7.2,Business Casual
Pear,Business,"['Red', 'Green']",Spring,Cotton,Unisex,Mid-range,5.3,Business Casual
Hourglass,Business,"['Silver', 'Blue']",Spring,Silk,Unisex,Luxury,2.6,Glam
Pear,Party,['Black'],Summer,Silk,Female,Mid-range,2.1,Glam
Hourglass,Business,"['Red', 'Neutral', 'Green']",Spring,Polyester,Female,Mid-range,1.7,Formal
Rectangle,Casual,"['Blue', 'Silver', 'Red']",Spring,Cotton,Female,Budget,8.2,Bohemian
Pear,Business,"['Green', 'Neutral']",Fall,Polyester,Unisex,Budget,8.3,Business Casual
Inverted Triangle,Casual,"['White', 'Blue', 'Black']",Summer,Cotton,Unisex,Mid-range,1.9,Business Casual
Pear,Wedding,['Green'],Summer,Polyester,Male,Mid-range,9.9,Streetwear
Hourglass,Casual,"['Red', 'Blue', 'Silver']",Winter,Denim,Female,Luxury,8.0,Bohemian
Rectangle,Casual,"['Neutral', 'Red', 'Blue']",Summer,Polyester,Unisex,Mid-range,4.8,Glam
Hourglass,Casual,"['Neutral', 'Black', 'Silver']",Summer,Cotton,Male,Luxury,1.9,Bohemian
Oval,Formal,"['Gold', 'Green', 'Neutral']",Spring,Silk,Unisex,Luxury,4.2,Formal
Inverted Triangle,Business,['Red'],Spring,Cotton,Female,Luxury,5.6,Glam
Inverted Triangle,Casual,['Red'],Fall,Cotton,Unisex,Budget,3.3,Formal
Pear,Business,['Red'],Spring,Cotton,Male,Mid-range,2.9,Bohemian
Hourglass,Casual,"['Gold', 'Green']",Spring,Cotton,Female,Mid-range,2.8,Business Casual
Pear,Casual,['Silver'],Fall,Cotton,Female,Luxury,1.9,Streetwear
Oval,Casual,['White'],Fall,Cotton,Unisex,Mid-range,3.1,Formal
Rectangle,Party,"['Black', 'Silver', 'White']",Fall,Silk,Female,Luxury,3.0,Glam
Rectangle,Party,['Gold'],Fall,Cotton,Male,Budget,7.7,Glam
Pear,Formal,"['Silver', 'Blue', 'Green']",Spring,Cotton,Male,Mid-range,6.6,Formal
Inverted Triangle,Party,"['Black', 'Silver', 'Green']",Summer,Cotton,Unisex,Luxury,8.9,Glam
Rectangle,Formal,"['Black', 'Gold', 'Blue']",Spring,Cotton,Male,Budget,1.0,Formal
Pear,Party,"['Black', 'Gold']",Fall,Cotton,Female,Luxury,8.6,Bohemian
Inverted Triangle,Formal,"['Gold', 'Green']",Spring,Cotton,Unisex,Mid-range,2.2,Formal
Inverted Triangle,Party,['Blue'],Fall,Silk,Female,Mid-range,7.4,Bohemian
Rectangle,Wedding,['Silver'],Summer,Polyester,Unisex,Mid-range,3.7,Business Casual
Pear,Business,"['Neutral', 'Silver']",Summer,Polyester,Male,Luxury,9.7,Business Casual
Oval,Business,"['Neutral', 'Green']",Winter,Polyester,Unisex,Budget,5.6,Glam
Rectangle,Formal,"['Black', 'Gold', 'White']",Fall,Silk,Unisex,Budget,3.9,Glam
Pear,Formal,"['Silver', 'Black', 'Neutral']",Fall,Cotton,Female,Mid-range,6.1,Business Casual
Inverted Triangle,Casual,"['Blue', 'Black']",Spring,Cotton,Unisex,Luxury,2.9,Bohemian
Rectangle,Business,['Gold'],Spring,Cotton,Female,Budget,6.7,Glam
Rectangle,Formal,"['Green', 'Gold']",Summer,Cotton,Male,Budget,6.2,Formal
Oval,Casual,"['Gold', 'Neutral', 'Red']",Winter,Denim,Unisex,Luxury,9.5,Glam
Oval,Party,"['Green', 'White']",Summer,Silk,Unisex,Luxury,8.3,Glam
Rectangle,Formal,"['Silver', 'Neutral']",Winter,Polyester,Male,Budget,2.4,Business Casual
Rectangle,Party,"['Blue', 'Silver']",Fall,Cotton,Male,Luxury,6.3,Bohemian
Oval,Business,['Gold'],Winter,Wool,Unisex,Mid-range,6.2,Bohemian
Hourglass,Wedding,"['Blue', 'Black']",Winter,Wool,Female,Budget,3.1,Streetwear
Pear,Business,"['Red', 'Green']",Summer,Cotton,Unisex,Mid-range,6.3,Business Casual
Hourglass,Business,"['Black', 'White', 'Green']",Fall,Cotton,Unisex,Luxury,2.6,Business Casual
Rectangle,Business,"['Red', 'Green', 'Gold']",Summer,Cotton,Male,Budget,1.9,Glam
Pear,Party,"['Red', 'Green', 'Neutral']",Summer,Cotton,Male,Luxury,7.6,Glam
Rectangle,Casual,"['Gold', 'Neutral']",Spring,Cotton,Male,Luxury,8.7,Streetwear
Pear,Casual,"['Blue', 'White', 'Black']",Fall,Silk,Unisex,Luxury,9.7,Glam
Rectangle,Party,"['Red', 'Silver', 'White']",Summer,Polyester,Unisex,Luxury,7.4,Glam
Hourglass,Formal,"['Blue', 'Red']",Spring,Cotton,Unisex,Luxury,2.8,Glam
Pear,Party,"['Red', 'Green']",Spring,Cotton,Unisex,Mid-range,2.9,Glam
Inverted Triangle,Wedding,['White'],Spring,Silk,Female,Budget,6.8,Business Casual
Rectangle,Casual,"['Blue', 'Red', 'Neutral']",Spring,Cotton,Male,Mid-range,9.6,Glam
Oval,Business,"['Black', 'Neutral', 'Red']",Winter,Denim,Unisex,Mid-range,3.0,Streetwear
Rectangle,Formal,"['Neutral', 'Red', 'Black']",Winter,Wool,Male,Luxury,9.3,Formal
Inverted Triangle,Business,"['Gold', 'Blue', 'White']",Fall,Silk,Male,Mid-range,5.5,Glam
Pear,Business,"['Gold', 'Neutral', 'Black']",Spring,Cotton,Female,Budget,8.9,Bohemian
Oval,Party,"['Green', 'White', 'Neutral']",Fall,Polyester,Female,Luxury,5.4,Streetwear
Hourglass,Business,['Red'],Winter,Wool,Male,Budget,2.0,Bohemian
Inverted Triangle,Casual,"['White', 'Red']",Spring,Polyester,Female,Luxury,3.0,Business Casual
Inverted Triangle,Wedding,"['Blue', 'Neutral', 'Red']",Winter,Wool,Female,Luxury,1.6,Business Casual
Oval,Business,['Red'],Summer,Silk,Male,Luxury,3.9,Streetwear
Inverted Triangle,Business,"['White', 'Green', 'Silver']",Summer,Polyester,Unisex,Luxury,8.0,Bohemian
Hourglass,Formal,"['Green', 'Black']",Fall,Silk,Male,Luxury,2.1,Glam
Inverted Triangle,Party,['White'],Winter,Wool,Unisex,Luxury,2.2,Streetwear
Pear,Casual,"['Green', 'Red']",Winter,Wool,Unisex,Mid-range,2.6,Business Casual
Inverted Triangle,Business,['Black'],Fall,Silk,Unisex,Luxury,6.7,Glam
Rectangle,Party,"['Black', 'Red', 'Gold']",Fall,Cotton,Female,Luxury,6.1,Formal
Hourglass,Party,"['Green', 'Silver']",Fall,Silk,Unisex,Budget,1.4,Streetwear
Pear,Casual,['Silver'],Winter,Denim,Male,Budget,9.0,Formal
Pear,Party,"['Blue', 'Red']",Spring,Cotton,Female,Budget,7.9,Streetwear
Pear,Wedding,"['Silver', 'Green', 'Gold']",Spring,Silk,Male,Luxury,8.0,Glam
Rectangle,Casual,"['Silver', 'Blue', 'White']",Fall,Cotton,Female,Mid-range,6.5,Business Casual
Pear,Business,['Red'],Fall,Cotton,Female,Budget,5.9,Bohemian
Rectangle,Casual,['Black'],Fall,Cotton,Unisex,Luxury,5.3,Bohemian
Pear,Casual,"['Neutral', 'Green']",Summer,Cotton,Unisex,Mid-range,2.1,Streetwear
Hourglass,Formal,['Neutral'],Summer,Cotton,Female,Mid-range,7.3,Formal
Rectangle,Party,['White'],Summer,Cotton,Male,Luxury,8.5,Formal
Hourglass,Party,"['White', 'Neutral', 'Blue']",Winter,Denim,Female,Mid-range,4.6,Streetwear
Oval,Business,"['Blue', 'Black']",Summer,Polyester,Female,Budget,6.7,Bohemian
Rectangle,Business,"['Gold', 'Blue']",Winter,Wool,Male,Mid-range,9.4,Business Casual
Oval,Formal,"['Silver', 'Red']",Fall,Cotton,Male,Budget,2.1,Business Casual
Rectangle,Casual,['Neutral'],Spring,Polyester,Male,Mid-range,5.8,Bohemian
Hourglass,Casual,"['Gold', 'Blue', 'Silver']",Spring,Silk,Female,Mid-range,9.8,Formal
Oval,Casual,"['Red', 'Black', 'White']",Winter,Wool,Unisex,Budget,7.5,Glam
Inverted Triangle,Formal,['Blue'],Spring,Cotton,Female,Budget,2.4,Business Casual
Inverted Triangle,Business,"['Gold', 'Green', 'Neutral']",Fall,Silk,Unisex,Mid-range,2.2,Streetwear
Hourglass,Party,"['Black', 'Green', 'Silver']",Winter,Denim,Unisex,Mid-range,7.5,Formal
Rectangle,Party,['Black'],Winter,Wool,Female,Luxury,3.5,Glam
Rectangle,Party,['Blue'],Spring,Cotton,Female,Budget,5.0,Glam
Hourglass,Party,"['Red', 'Black']",Spring,Polyester,Male,Budget,7.0,Bohemian
Oval,Party,['Silver'],Summer,Cotton,Female,Luxury,9.5,Glam
Pear,Casual,['Neutral'],Summer,Cotton,Female,Budget,7.7,Streetwear
Hourglass,Business,['Green'],Winter,Wool,Unisex,Luxury,1.1,Formal
Oval,Formal,['Gold'],Fall,Silk,Unisex,Budget,6.0,Business Casual
Pear,Party,"['Black', 'Blue']",Summer,Polyester,Unisex,Luxury,5.0,Bohemian
Rectangle,Business,"['Neutral', 'Green']",Summer,Silk,Female,Mid-range,6.9,Bohemian
Rectangle,Casual,"['Green', 'Silver']",Summer,Cotton,Male,Budget,5.6,Glam
Inverted Triangle,Party,"['Gold', 'Green', 'Neutral']",Spring,Cotton,Female,Luxury,3.1,Business Casual
Rectangle,Party,['Silver'],Summer,Cotton,Female,Luxury,9.2,Formal
Pear,Wedding,['White'],Fall,Polyester,Female,Luxury,2.9,Formal
Hourglass,Formal,"['Green', 'White']",Summer,Silk,Female,Luxury,9.6,Formal
Pear,Casual,['Green'],Summer,Cotton,Unisex,Luxury,1.1,Glam
Inverted Triangle,Business,"['White', 'Silver', 'Gold']",Spring,Cotton,Male,Luxury,3.6,Bohemian
Rectangle,Party,"['Green', 'White', 'Red']",Summer,Cotton,Unisex,Luxury,1.1,Formal
Pear,Casual,['White'],Fall,Polyester,Unisex,Mid-range,4.9,Streetwear
Pear,Business,['Silver'],Summer,Silk,Unisex,Mid-range,1.1,Formal
Oval,Formal,['Black'],Fall,Silk,Unisex,Luxury,1.6,Formal
Pear,Casual,"['Blue', 'Neutral']",Summer,Cotton,Female,Budget,5.2,Business Casual
Hourglass,Business,"['White', 'Gold']",Winter,Wool,Male,Mid-range,4.9,Formal
Pear,Formal,['Blue'],Spring,Cotton,Female,Luxury,6.7,Formal
Hourglass,Casual,"['Blue', 'Silver']",Winter,Denim,Female,Mid-range,1.1,Business Casual
Oval,Business,"['Silver', 'Neutral', 'White']",Winter,Wool,Female,Budget,7.9,Streetwear
Oval,Casual,"['Blue', 'Silver']",Summer,Cotton,Male,Mid-range,6.3,Glam
Pear,Wedding,['Gold'],Summer,Cotton,Unisex,Luxury,6.8,Business Casual
Rectangle,Party,"['Green', 'Neutral']",Winter,Wool,Unisex,Luxury,3.0,Glam
Hourglass,Formal,['Red'],Fall,Cotton,Male,Luxury,2.5,Glam
Rectangle,Casual,['White'],Winter,Wool,Female,Mid-range,4.0,Business Casual
Hourglass,Business,"['Neutral', 'Green']",Spring,Cotton,Unisex,Mid-range,8.9,Glam
Hourglass,Formal,['Neutral'],Summer,Cotton,Male,Budget,3.2,Business Casual
Hourglass,Formal,"['Gold', 'Green', 'Silver']",Summer,Silk,Male,Budget,6.4,Business Casual
Inverted Triangle,Casual,['Black'],Fall,Polyester,Female,Mid-range,8.7,Formal
Hourglass,Party,"['Blue', 'Green']",Winter,Wool,Male,Budget,8.5,Glam
Pear,Casual,"['Silver', 'Green', 'Neutral']",Fall,Silk,Male,Luxury,3.8,Bohemian
Oval,Business,['Black'],Summer,Polyester,Female,Budget,5.4,Bohemian
Inverted Triangle,Formal,"['Black', 'White', 'Blue']",Summer,Cotton,Unisex,Luxury,9.6,Formal
Oval,Formal,"['Neutral', 'Gold']",Fall,Cotton,Male,Mid-range,2.4,Formal
Pear,Formal,"['Gold', 'Neutral']",Winter,Wool,Unisex,Mid-range,7.0,Formal
Pear,Party,['Neutral'],Fall,Silk,Male,Luxury,8.7,Glam
Oval,Party,"['Black', 'Gold', 'Silver']",Spring,Polyester,Male,Budget,2.4,Streetwear
Oval,Casual,['Green'],Fall,Polyester,Unisex,Mid-range,9.1,Streetwear
Inverted Triangle,Casual,"['Neutral', 'Gold', 'White']",Fall,Polyester,Male,Budget,2.0,Bohemian
Oval,Casual,"['Neutral', 'Silver']",Winter,Wool,Male,Luxury,1.6,Glam
Pear,Casual,"['Silver', 'Blue']",Spring,Polyester,Female,Luxury,4.1,Formal
Hourglass,Casual,['Silver'],Fall,Cotton,Male,Luxury,9.0,Formal
Inverted Triangle,Casual,"['Black', 'White']",Winter,Wool,Unisex,Budget,2.6,Business Casual
Oval,Wedding,"['Neutral', 'Green', 'Black']",Summer,Silk,Unisex,Luxury,8.3,Business Casual
Pear,Casual,['Blue'],Summer,Polyester,Unisex,Mid-range,1.0,Formal
Inverted Triangle,Casual,"['Gold', 'Silver']",Spring,Polyester,Female,Luxury,2.0,Glam
Rectangle,Party,"['Red', 'Neutral']",Fall,Cotton,Female,Mid-range,6.6,Bohemian
Oval,Casual,"['Silver', 'Blue', 'Green']",Summer,Polyester,Female,Mid-range,2.2,Glam
Pear,Casual,"['White', 'Blue', 'Green']",Winter,Polyester,Unisex,Mid-range,7.0,Bohemian
Rectangle,Formal,"['White', 'Gold', 'Black']",Winter,Denim,Female,Luxury,7.5,Glam
Oval,Business,['Blue'],Summer,Cotton,Unisex,Mid-range,7.6,Streetwear
Oval,Business,"['Gold', 'White', 'Neutral']",Winter,Polyester,Unisex,Luxury,8.6,Formal
Rectangle,Business,"['Black', 'Blue']",Spring,Cotton,Male,Luxury,1.3,Streetwear
Inverted Triangle,Party,['White'],Winter,Denim,Female,Budget,1.6,Business Casual
Rectangle,Casual,"['White', 'Red']",Spring,Polyester,Unisex,Luxury,3.8,Formal
Oval,Wedding,"['Silver', 'Neutral']",Summer,Silk,Male,Budget,2.0,Formal
Hourglass,Casual,"['Green', 'Black']",Spring,Silk,Female,Mid-range,9.9,Formal
Pear,Casual,['Black'],Fall,Cotton,Unisex,Budget,4.0,Bohemian
Pear,Casual,"['Black', 'White']",Spring,Cotton,Unisex,Mid-range,5.6,Formal
Rectangle,Wedding,"['Black', 'White']",Spring,Cotton,Male,Luxury,8.0,Bohemian
Pear,Casual,['Gold'],Fall,Polyester,Unisex,Luxury,2.0,Bohemian
Rectangle,Casual,"['Black', 'Green']",Fall,Silk,Male,Budget,1.2,Formal
Pear,Casual,['Green'],Winter,Wool,Male,Luxury,7.3,Formal
Hourglass,Casual,"['Red', 'Neutral', 'Black']",Spring,Polyester,Female,Luxury,6.9,Business Casual
Rectangle,Party,['Green'],Winter,Denim,Male,Budget,4.9,Streetwear
Pear,Casual,"['Neutral', 'Silver']",Summer,Polyester,Unisex,Mid-range,1.2,Business Casual
Oval,Business,"['Red', 'White', 'Gold']",Winter,Wool,Unisex,Budget,5.2,Streetwear
Pear,Party,"['Neutral', 'Black', 'Gold']",Summer,Polyester,Female,Luxury,2.6,Glam
Inverted Triangle,Business,"['Green', 'Neutral']",Spring,Cotton,Unisex,Mid-range,2.1,Bohemian
Rectangle,Casual,['Silver'],Spring,Cotton,Unisex,Budget,3.8,Bohemian
Oval,Business,"['Black', 'Neutral']",Summer,Silk,Male,Budget,6.8,Business Casual
Hourglass,Casual,"['Silver', 'Green']",Winter,Denim,Unisex,Mid-range,7.5,Glam
Rectangle,Casual,['Blue'],Winter,Wool,Female,Budget,8.6,Business Casual
Oval,Party,['Green'],Spring,Polyester,Male,Budget,6.2,Business Casual
Hourglass,Formal,"['Black', 'Neutral', 'Green']",Fall,Cotton,Male,Budget,7.6,Formal
Rectangle,Formal,['Green'],Spring,Cotton,Unisex,Mid-range,9.9,Formal
Oval,Party,['White'],Summer,Silk,Male,Mid-range,7.3,Bohemian
Hourglass,Party,['Black'],Winter,Denim,Unisex,Budget,8.8,Glam
Rectangle,Casual,['Red'],Winter,Wool,Unisex,Luxury,3.1,Glam
Hourglass,Wedding,"['Neutral', 'Silver']",Fall,Silk,Female,Mid-range,3.7,Glam
Hourglass,Business,"['Blue', 'Black', 'Gold']",Summer,Polyester,Male,Budget,9.2,Business Casual
Rectangle,Business,['Black'],Winter,Wool,Unisex,Luxury,6.1,Bohemian
Oval,Party,"['Blue', 'Neutral', 'Green']",Winter,Wool,Unisex,Budget,6.3,Glam
Oval,Wedding,"['Neutral', 'Gold']",Summer,Cotton,Male,Mid-range,6.7,Business Casual
Rectangle,Business,"['Red', 'Silver', 'Gold']",Winter,Polyester,Male,Budget,7.2,Glam
Pear,Casual,"['Red', 'Neutral']",Summer,Polyester,Male,Budget,4.0,Glam
Inverted Triangle,Business,"['White', 'Red']",Fall,Polyester,Unisex,Luxury,9.8,Formal
Oval,Party,"['Gold', 'Blue', 'Silver']",Summer,Cotton,Female,Budget,1.5,Streetwear
Inverted Triangle,Business,"['Green', 'White']",Summer,Cotton,Male,Budget,4.8,Glam
Hourglass,Formal,"['Blue', 'Green', 'White']",Spring,Silk,Female,Mid-range,8.4,Business Casual
Rectangle,Formal,['Blue'],Spring,Cotton,Female,Luxury,4.2,Business Casual
Inverted Triangle,Wedding,"['Green', 'Red']",Summer,Silk,Unisex,Budget,9.4,Bohemian
Rectangle,Casual,['Red'],Fall,Cotton,Male,Mid-range,4.3,Business Casual
Rectangle,Party,"['Silver', 'Gold', 'Red']",Summer,Cotton,Female,Budget,5.6,Glam
Inverted Triangle,Formal,"['Blue', 'Red', 'Black']",Spring,Cotton,Female,Mid-range,7.8,Glam
Rectangle,Party,"['Gold', 'Green']",Spring,Silk,Unisex,Mid-range,8.9,Business Casual
Hourglass,Casual,['Green'],Spring,Polyester,Female,Budget,4.8,Bohemian
Oval,Casual,['Silver'],Winter,Denim,Female,Mid-range,5.1,Glam
Hourglass,Casual,"['Silver', 'Red']",Summer,Polyester,Unisex,Budget,9.4,Business Casual
Oval,Casual,"['Silver', 'Green']",Winter,Wool,Male,Mid-range,4.1,Bohemian
Inverted Triangle,Party,['Neutral'],Summer,Cotton,Male,Mid-range,7.9,Glam
Oval,Casual,"['Blue', 'Green', 'Silver']",Fall,Cotton,Male,Mid-range,10.0,Business Casual
Pear,Party,"['Gold', 'Neutral', 'Blue']",Winter,Denim,Male,Budget,5.8,Glam
Pear,Casual,['Neutral'],Winter,Polyester,Male,Luxury,1.4,Business Casual
Rectangle,Casual,"['White', 'Blue', 'Neutral']",Spring,Cotton,Male,Luxury,1.9,Glam
Rectangle,Business,"['Black', 'Gold']",Winter,Wool,Unisex,Mid-range,6.3,Glam
Hourglass,Business,['Black'],Fall,Cotton,Unisex,Mid-range,3.4,Streetwear
Hourglass,Casual,['White'],Winter,Wool,Male,Budget,6.4,Business Casual
Hourglass,Business,['Silver'],Fall,Silk,Unisex,Luxury,2.2,Formal
Hourglass,Business,"['Blue', 'Red', 'Green']",Spring,Cotton,Male,Luxury,6.3,Bohemian
Oval,Party,"['Blue', 'Neutral']",Fall,Silk,Female,Luxury,9.0,Formal
Inverted Triangle,Formal,"['Black', 'Gold', 'Red']",Winter,Wool,Male,Mid-range,9.9,Formal
Inverted Triangle,Wedding,['Silver'],Fall,Cotton,Male,Budget,2.8,Streetwear
Oval,Casual,"['Blue', 'Red']",Summer,Polyester,Female,Luxury,4.8,Glam
Rectangle,Formal,"['White', 'Green']",Summer,Polyester,Unisex,Luxury,4.4,Glam
Hourglass,Business,"['Blue', 'Neutral']",Summer,Polyester,Male,Budget,1.9,Streetwear
Oval,Casual,"['Silver', 'Black']",Summer,Cotton,Male,Budget,1.7,Streetwear
Pear,Casual,"['Silver', 'Gold']",Fall,Cotton,Male,Budget,1.3,Formal
Rectangle,Party,['Blue'],Spring,Silk,Male,Luxury,4.2,Bohemian
Hourglass,Party,"['Neutral', 'Gold', 'Red']",Winter,Wool,Male,Mid-range,3.6,Streetwear
Rectangle,Business,['Green'],Spring,Cotton,Unisex,Luxury,3.3,Business Casual
Hourglass,Business,"['Green', 'Blue']",Spring,Silk,Unisex,Budget,9.8,Business Casual
Inverted Triangle,Business,"['Black', 'Blue', 'Gold']",Spring,Cotton,Female,Budget,2.7,Formal
Inverted Triangle,Formal,['Blue'],Spring,Cotton,Male,Luxury,9.3,Glam
Hourglass,Casual,['Green'],Fall,Polyester,Unisex,Mid-range,3.7,Bohemian
Oval,Formal,['Blue'],Fall,Cotton,Unisex,Luxury,4.9,Formal
Oval,Formal,"['Silver', 'Blue', 'Red']",Summer,Silk,Female,Luxury,8.4,Formal
Rectangle,Formal,"['Silver', 'Gold']",Summer,Cotton,Unisex,Mid-range,8.7,Formal
Oval,Casual,['Green'],Summer,Cotton,Unisex,Budget,1.3,Glam
Pear,Wedding,"['Red', 'Green']",Summer,Cotton,Female,Luxury,3.1,Business Casual
Pear,Formal,"['Silver', 'Red', 'Black']",Summer,Cotton,Unisex,Budget,8.1,Business Casual
Rectangle,Formal,"['Blue', 'Gold', 'Red']",Summer,Cotton,Male,Budget,6.7,Glam
Oval,Business,"['White', 'Silver', 'Neutral']",Summer,Cotton,Female,Mid-range,1.8,Glam
Pear,Business,"['Silver', 'Gold']",Winter,Wool,Male,Luxury,7.0,Streetwear
Pear,Wedding,['Gold'],Spring,Silk,Unisex,Mid-range,6.6,Bohemian
Rectangle,Wedding,['White'],Summer,Cotton,Female,Mid-range,6.0,Business Casual
Inverted Triangle,Business,"['White', 'Neutral']",Winter,Polyester,Male,Mid-range,8.5,Business Casual
Oval,Business,"['Black', 'Gold', 'Neutral']",Summer,Silk,Female,Mid-range,3.3,Streetwear
Oval,Formal,"['Blue', 'Black']",Summer,Cotton,Male,Mid-range,8.8,Glam
Oval,Business,"['Black', 'Neutral']",Spring,Cotton,Male,Budget,5.8,Streetwear
Rectangle,Business,['Black'],Spring,Cotton,Female,Mid-range,1.1,Business Casual
Rectangle,Casual,"['Gold', 'Green', 'White']",Spring,Cotton,Unisex,Budget,9.9,Formal
Inverted Triangle,Party,['Red'],Spring,Cotton,Female,Mid-range,7.5,Bohemian
Rectangle,Formal,"['Neutral', 'Red', 'Blue']",Fall,Polyester,Male,Budget,6.3,Business Casual
Pear,Casual,"['Gold', 'Red', 'Silver']",Fall,Polyester,Male,Mid-range,9.4,Bohemian
Pear,Casual,"['Gold', 'Black', 'Neutral']",Summer,Cotton,Unisex,Luxury,1.9,Glam
Inverted Triangle,Casual,['Gold'],Summer,Polyester,Female,Budget,1.1,Glam
Oval,Formal,['Blue'],Spring,Cotton,Female,Mid-range,3.5,Glam
Rectangle,Party,"['Black', 'White']",Winter,Wool,Male,Mid-range,9.5,Streetwear
Rectangle,Party,['Green'],Spring,Polyester,Unisex,Budget,7.4,Streetwear
Pear,Formal,"['Neutral', 'White', 'Blue']",Summer,Polyester,Female,Budget,1.1,Glam
Hourglass,Business,"['Blue', 'White', 'Silver']",Spring,Polyester,Male,Luxury,5.4,Formal
Inverted Triangle,Wedding,['White'],Fall,Cotton,Unisex,Luxury,1.2,Bohemian
Oval,Casual,['Silver'],Fall,Silk,Unisex,Mid-range,3.2,Formal
Inverted Triangle,Casual,"['Black', 'Green']",Summer,Cotton,Male,Luxury,9.9,Glam
Inverted Triangle,Party,"['Red', 'Gold', 'Green']",Fall,Polyester,Unisex,Mid-range,2.4,Glam
Oval,Business,"['Silver', 'Neutral']",Summer,Cotton,Male,Mid-range,9.8,Formal
Oval,Casual,"['Green', 'Red']",Winter,Wool,Female,Budget,9.2,Glam
Pear,Formal,['Blue'],Spring,Cotton,Female,Luxury,1.6,Formal
Hourglass,Casual,"['Blue', 'White', 'Neutral']",Summer,Silk,Unisex,Mid-range,9.6,Business Casual
Hourglass,Party,['Gold'],Fall,Silk,Female,Budget,5.1,Streetwear
Pear,Business,"['Blue', 'Neutral', 'Red']",Fall,Cotton,Male,Budget,9.4,Streetwear
Inverted Triangle,Formal,['White'],Fall,Polyester,Male,Budget,6.3,Glam
Hourglass,Business,"['Red', 'Blue', 'Silver']",Fall,Cotton,Female,Budget,6.8,Streetwear
Oval,Casual,"['Green', 'Black', 'Silver']",Winter,Wool,Unisex,Luxury,4.8,Formal
Pear,Wedding,"['White', 'Red', 'Neutral']",Fall,Cotton,Unisex,Budget,4.3,Business Casual
Oval,Party,"['White', 'Gold', 'Black']",Winter,Polyester,Male,Mid-range,6.4,Business Casual
Hourglass,Casual,"['Gold', 'White']",Fall,Polyester,Unisex,Luxury,5.5,Streetwear
Pear,Wedding,"['Red', 'White']",Spring,Cotton,Female,Luxury,7.0,Business Casual
